r,g,b,RGB,Spanish,EN_ES,Russian,EN_RU,German,EN_DE,French,EN_FR,Chinese,EN_ZH,Italian,EN_IT,Korean,EN_KO,Japanese,EN_JA,name,short_name,med_name,cx,cy
181,79,227,18179227,purpura claro,Light Purple,виолетт,Violette,hellviolett,Light Purple,violet,Purple,紫色液体,Purple Liquid,viola,Violet,밝은 보라색,Bright purple,紫がかったピンク,Purplish pink,Perfect Purple,Lilac,Bright Purple,337.163782,120.3947659
18,197,154,18197154,verde,Green,нефритовый,Jade,Grün,Green,bleu vert mat,Blue-Green Mat,军绿色,Army Green,blu,Blue,녹색,Green,緑,Green,Aquamarine Green-Blue,Teal,Greenish Blue,148.7374855,322.6560152
181,97,198,18197198,violeta,Violet,Фиолетовый,Violet,lila,Purple,mauve,Mauve,紫色,Purple,rosa,Pink,보라색,Purple,ちょっと濃いライラック,A little dark lilac,Purple Paradise,Lilac,Light Purple,359.613381,163.6847355
182,10,100,18210100,granate,Garnet,бордовый,Vinous,lila,Purple,rose,Pink,红色,Red,fuxia,Pink,체리,Cherry,ろーぜ,Rose,Dusky Antique Rose,Fushia,Purple Frost,441.9810924,236.121576
18,211,154,18211154,turquesa,Turquoise,Зелёная сосна,Green Pine,signaltürkis,Signal-Turquoise,vert,Green,藍綠色,Blue-Green,verde caraibi,Green,연한 밝은 초록,Bright green light,みどり,Green,Bright Green Blue,Teal,Medium Green,133.8050308,328.8732306
182,145,51,18214551,marron,Brown,горчичный,Mustard,hellbraun,Tan,marron,Brown,咖啡色,Brown,Senape,Mustard,갈색,Brown,茶,Brown,Burnished Gold,Gold,Golden Brown,416.9717691,361.4290062
182,155,76,18215576,MARRÓN,Brown,коричневый,Brown,kaki,Kaki,marron beige foncé,Dark Brown Beige,金色,Gold,beige,Beige,갈색,Brown,濃いベージュ,Dark beige,Light Wood Brown,Beige,Light Brown,410.8558651,361.4081542
182,177,43,18217743,amarillo,Yellow,оливковый,Olive,ockergrau,Ocher-Gray,vert olive,Olive Green,緑黄色,Green And Yellow,giallo,Green,죽은잔디,Dead grass,ダークオリーブ,Dark olive,Mustard Yellow,Puke,Golden Green,395.377124,384.8528394
182,183,46,18218346,verde palido,Pale Green,оливковый,Olive,gedeckts grün,Gedeckts Green,vert,Green,淺墨綠色,Shallow Dark Green,verde oliva chiaro,Green Light Olive,갈색,Brown,オリーブ,Olive,Med Yellow Green,Gold,Yellow-Green,385.1765887,395.2237203
182,209,55,18220955,VERDE MANZANA,Green Apple,Бледно-зелёный,The Pale-Green,gelbgrün,Yellow-Green,vert flashi,Green Flashi,蘋果綠色,Apple Green,verde pallido,Pale Green,녹색,Green,黄緑,Yellow-green,Dark Light Green,Lime,Yellow-Green,365.322961,434.5911685
182,209,69,18220969,verde,Green,Зелёный,Green,hellgrün,Lime,lumière vert,Light Green,军绿色,Army Green,limone,Leaf Green,녹색,Green,緑,Green,Light Toxic Green,Lime,Avacodo Green,359.6920218,432.0788974
182,213,59,18221359,verde oliva,Olive,зеленый,Green,hellgrün,Lime,vert pistache clair,Pistachio Green Light,黄緑,Olivine,verde chiaro,Light Green,옅은 연두색,Pale green,緑,Green,Kiwi Lime Green,Green,Yellow Green,354.8543053,450.0160432
182,218,87,18221887,verde,Green,бело-зелёный,White And Green,lindgrün,Lime Green,vert,Green,綠色,Green,verde,Green,녹색,Green,白っぽい薄緑,Whitish light green,Greenish Yellowish,Kale,Citrus Green,353.0320613,459.7306555
182,222,96,18222296,verde,Green,бледно-молочно-зеленый,Pale Milky-Green,gelbgrün,Yellow-Green,vert clair,Light Green:,绿色,Green,verde oliva chiaro,Green,녹색,Green,若葉色,Lettuce green,Light Lime Green,Lime,Soft Avacado,346.0956116,458.2331251
182,234,32,18223432,color verde claro,Light Green,зеленый,Green,limette,Lime,vert pastel,Pastel Green,绿色,Green,verde,Green Light,밝은 녹색,Bright green,黄緑,Yellow-green,Flouresant Lime Green,Lime,Sickly Yellow,354.329317,478.9631125
182,238,78,18223878,Verde,Green,салатовый,Green,hellgrün,Lime,vert,Green,綠黃,Green-Yellow,verde luminoso,Green,밝은녹색,Bright green,薄緑,Light green,Throw Up Green,Lime,Spring Green,346.2932521,498.862234
18,224,119,18224119,verde claro,Light Green,Зелёный,Green,grün,Green,vert,Green,綠色,Green,verde,Green,녹색,Green,グリーン,Green,Deep Mint Green,Green,Spring Green,145.0806079,390.2967684
182,28,186,18228186,VIOLETA,Violet,сиреневый,Lilac,Violett,Violet,rose,Pink,紫色,Purple,viola,Violet,보라색,Purple,紫色,Purple,Vibrant Purple,Grape,Rosey Purple,375.9434118,177.364766
18,239,121,18239121,verde pasto,Green Grass,зеленый,Green,Grün,Green,vert clair,Light Green:,绿色,Green,verde,Green,옥색,Turquoise,スプリンググリーン,Spring Green,Electric Minty Green,Lime,Spring Green,142.3537458,416.0810798
18,245,136,18245136,verde claro,Light Green,Зеленый,Green,mattes hellgrün,Matt Light Green,vert menthe foncé,Dark Mint Green,綠色,Green,verde,Seaweed Green,녹색,Green,緑,Green,Bright Medium Green,Mint,Seafoam Green,126.0315451,404.265917
18,254,154,18254154,verde,Green,светло-зелёный,Light Green,mint,Mint,vert,Green,绿色,Green,azzurro,Green,녹색,Green,ライトグリーン,Light Green,Carribean Green,Lime,Extreme Green,105.3259885,419.1104553
18,255,159,18255159,verde turqueza 2,2 Green Turquoise,бирюзовый,Turquoise,grün,Green,vert emeraude,Emerald Green,中春綠色,In The Spring Green,verde acqua,Green,밝은녹색,Bright green,エメラルドグリーン,Emerald green,Bright Sea Foam,Lime,Bright Green,94.3046403,405.0946669
182,87,235,18287235,morado,Purple,фиолетовый,Violet,lila,Purple,violet,Purple,紫色,Purple,violetto,Purple,보라색,Purple,紫,Purple,Deepest Violet,Lilac,Light Purple,350.1629082,98.0916274
183,16,170,18316170,morado,Purple,яркая фуксия,Bright Fuchsia,Lila,Purple,violet fuchia,Purple Fuchsia,紫色,Purple,violetto,Violet,보라색,Purple,赤紫,Purplish red,Electric Purple,Pink,Bright Violet,393.1145103,179.7932974
183,175,66,18317566,marron,Brown,оливковый,Olive,dunkles ocker,Dark Ocher,vert beige,Green Beige,綠色,Green,verde olio,Green Oil,황색,Yellow,茶色,Brown,Dark Pea Green,Golden,Swampy Yellow,402.2869814,386.1469346
183,194,45,18319445,Verde,Green,желто-зеленый,Yellow-Green,Grün,Green,olive,Olive,军绿色,Army Green,marone brillante,Light Green,녹색,Green,黄緑,Yellow-green,Pea Soup Yellow,Lime,Yellow Green,377.5353653,409.7865751
183,196,15,18319615,verde,Green,желто-салатовый,Yellow-Green,olivgelb,Olive Yellow,vert claire,Light Green:,绿,Green,verde oliva,Green,밝은 연두색,Bright green,黄緑,Yellow-green,Electric Green,Lime,Olive Yellow,381.8850746,416.9293122
183,21,132,18321132,violeta rosado,Pinkish Violet,малиновый,Crimson,lila,Purple,rose,Pink,粉红色,Pink,marrone,Purple,자주색,Purple,紫,Purple,Deep Raspberry,Pink,Peppy Purple,420.4841607,212.8802073
183,233,58,18323358,verde  sinople,Vert Green,желто-зеленый,Yellow-Green,hellgrün,Lime,vert claire,Light Green:,葱绿,Light Green,verde,Green,연두색,Green,黄緑,Yellow-green,Electric Green,Green,Mangled Green,341.7435846,478.084315
183,95,198,18395198,Morado,Purple,сиреневый,Lilac,lila,Purple,violet,Purple,紫色,Purple,fucsia,Purple,보라색,Purple,紫,Purple,Easter Egg Purple,Purple,Lavendar,362.4632504,157.736885
184,14,228,18414228,morado,Purple,сиреневый,Lilac,violett,Violet,violet,Violet,紫,Purple,melanzava,Purple,보라색,Purple,赤紫,Purplish red,Feldspar Purple,Purple,Intense Purple,359.2157606,124.9817789
184,162,45,18416245,Amarillo oro,Yellow Gold,песочный,Sand,sand,Sand,marron tres claire,Brown Very Clear,土黃色,Khaki,senape,Mustard,갈색,Brown,ベージュ,Beige,Mustard Yellow,Brown,Goldenrod,403.695267,373.7795514
184,176,12,18417612,verde amarillento,Yellowish Green,оливковый,Olive,dunkel gelb,Dark Yellow,jaune foncé,Dark Yellow,黄金,Gold,verde,Green,노랑 갈색,Yellow brown,金箔色,Gold leaf color,Old Yeller Yellow,Gold,Desert Yellow,397.7173219,391.657791
184,181,25,18418125,verde oliva,Olive,Жёлтый,Yellow,grün,Green,jaune foncé,Dark Yellow,褐绿,Brown Green,giallo,Yellow,녹색,Green,黄色,Yellow,Lime Olive Green,Mud,Green Mustard,391.17227,391.8348334
184,204,10,18420410,Verde Oliva,Olive Green,темно-салатовый,Dark-Green,grüngelb,Green Yellow,VERT JAUNE,Green Yellow,绿色,Green,verde,Green,강한녹색,Intense green,わかくさいろ,Bright green,Apple Yellow Green,Lime,Brihgt Mustard,370.7179557,422.1388179
184,88,112,18488112,rosa dior oscuro,Dark Pink Dior,бледно-темно-розовый,Pale-Dark Pink,beere,Berry,violet,Purple,深粉紅色,Dark Pink,Rosa antico,Pink,인디언분홍,Indian Pink,浅紫,Shallow purple,Red With Violets Help,Rose,Rose Candle,456.7619139,265.4624709
184,88,140,18488140,violeta,Violet,темно розовый,Dark Pink,altrosa,Dusky Pink,rose,Pink,深粉红色,Dark Pink,fucsia,Purple,자주색,Purple,上品な紫,Elegant purple,Faded Pinkish Purple,Pink,Light Purple,440.3749067,221.8645901
185,199,90,18519990,Verde Hoja,Green Leaf,зеленый,Green,grünbeige,Green Beige,vert pâle,Pale Green,绿色,Green,verde-grigio,Green-Gray,녹색,Green,オリーブ色,Olive,Smoked Out Green,Sand,Yellow Petals,373.5361515,413.452678
185,202,21,18520221,verde oliva,Olive,салатовый,Green,hellgrün,Lime,vert,Green,黃綠色,Yellow-Green,gilalo,Green,어두운 연두색,Dark green,若草色,Bright green,Electric Mustard,Lime,Yellow Green,376.5032481,420.2170754
185,213,64,18521364,verde,Green,Зелёный,Green,grün,Green,jaune vert,Yellow Green,青绿色,Green,verde,Green,연녹색,Pale green,黄緑,Yellow-green,Yellow And Green Mix,Green,Spring Green,360.552349,439.6353949
185,223,32,18522332,verde,Green,салатовый,Green,grüngelb,Green Yellow,vert,Green,绿,Green,limone,Light Green,연녹색,Pale green,黄緑,Yellow-green,Greenish Yellow,Green,Bright Green,365.9738741,456.6516677
185,255,70,18525570,mostaza claro,Clear Mustard,светло-салатовый,Light-Green,lindgrün,Lime Green,VERT CLAIR,Light Green:,黄绿色,Yellow-Green,giallo,Green,연한연두색,Green light,アップル・グリーン,Green Apple,Light Yellow Light Green,Lime,Lemon Green,352.16362,525.8707995
185,30,122,18530122,rosado,Rose,розовый,Pink,Pink,Pink,violine,Purple,粉紅色,Pink,rosa scuro,Magenta,자주색,Purple,ピンク,Pink,Fashion Fushia,Pink,Deep Fuschia,432.7643524,219.3800862
185,86,114,18586114,rosa,Rose,Розовый,Pink Sause,dunkelrosa,Dark Pink,"parme foncé, tirant sur le violet clair","Dark Purple, Purplish Light",粉红色,Pink,rosa,Pink,인디안 핑크,Indian Pink,マジェンタ,Magenta,Rustic Magenta,Rose,Pinkpurple,456.1907165,251.6039157
186,11,224,18611224,morado,Purple,Фиолетовый,Violet,signalviolett,Signal-Violet,violet,Purple,紫色,Purple,viola,Violet,밝은 보라색,Bright purple,紫,Purple,Flourescent Purple,Violet,Intense Purple,371.1885389,140.6467146
186,125,15,18612515,mostaza,Mustard,Коричневый,Brown,ocker,Ocher,marron clair,Light Brown,褐色,Brown,pella,Brown,황토색,Ocher,アンバー,Amber,Mustard Yellow,Tan,Yellow Brown,421.1839532,353.3586541
186,126,93,18612693,Beige oscuro,Dark Beige,светло-коричневый,Light-Brown,braun,Brown,MARRON,Brown,土色,Earth Tones,castano,Brown,갈색,Brown,茶,Brown,Mexico Dark Brick,Brown,Aged Magenta,456.1189481,318.549377
186,14,199,18614199,morado,Purple,фиолетовый,Violet,lila,Purple,rose violet,Pink Purple,紫色,Purple,viola,Purple,보라색,Purple,紫,Purple,Bright Royal Purple,Fusia,Bright Purple,368.3976318,159.9200815
186,193,51,18619351,verde aceituna,Olive Green,салатовый,Green,Grünbeige,Green Beige,vert passé,Green Spent,綠色,Green,olive,Asakusa Green,올리브,Olive,黄緑です,Is yellow-green,Mustard Yellow,Gold,Bright Olive,376.4790962,401.7303899
186,200,95,18620095,verde claro,Light Green,темно зеленый,Dark Green,ocker,Ocher,vert kaki,Khaki Green,土綠色,Earth Green,Prato spento,Green,연노랑,Yellowish,緑,Green,Avocado Yellow,Green,Yellow Petals,365.7782973,426.0064445
187,11,228,18711228,violeta,Violet,ярко-фиолетовый,Bright Purple,violett,Violet,VIOLET,- Purple,紫色,Purple,viola,Violet,파스텔 보라색,A purple,ブライト紫,Bright purple,Popping Purple,Purple,Intense Purple,368.3101707,127.5205967
187,113,70,18711370,Marrón claro,Light Brown,коричневый,Brown,braun,Brown,ocre brun,Terracotta,浅咖啡色,Light Brown,marrone,Flesh,갈색,Brown,茶,Brown,Light Terra Cotta,Tan,Pecan Brown,454.2076189,333.0015468
187,14,214,18714214,morado,Purple,Фиолетовый,Violet,lila,Purple,rose,Pink,紫色,Purple,viola,Violet,보라색,Purple,紫,Purple,Bright Lavender,Purple,Light Purple,371.0096309,148.8161369
187,14,232,18714232,morado,Purple,лиловый,Violet,violette,Violet,violet,Purple,紫色,Purple,viola,Violet,보라색,Purple,濃いピンク,Dark pink,Curator'S Purple,Purple,Bright Purple,365.0510944,122.5138035
187,150,19,18715019,mostaza,Mustard,тёмно-золотистый,Dark-Golden,Ocker,Ocher,MARRON,Brown,金色,Gold,marrone,Brown,갈색,Brown,黄土色,Ocher,Brown Old Gold,Mustard,Yellow Brown,410.5562268,373.3335489
187,16,244,18716244,violeta,Violet,фиолетовый,Violet,violett,Violet,violet clair,Light Purple,紫色,Purple,viola,Violet,보라색,Purple,紫,Purple,Shocking Violet,Fusia,Pretty Purple,380.5611551,98.01736394
187,187,81,18718781,VERDE OLIVA,Green Olive,оливковый,Olive,Lindgrün,Lime Green,ocre clair,Light Tan,绿色,Green,verde chiaro,Light Green,연한녹색,Pale green,オリーブ,Olive,Dead Leaf Green,Tan,Yellow Green,382.7063145,400.1484059
187,227,10,18722710,verde claro,Light Green,салатный,Light Green,Helles Grün,Bright Green,jaune,Yellow,青綠色,Green,verde giallo,Green,연두색,Green,ライム,Lime,Florscent Green,Lime,Ugly Yellow,368.4976964,463.6707243
187,227,45,18722745,verde claro,Light Green,зеленый,Green,hellgrün,Lime,vert,Green,青綠色,Green,verde,Green,연두색,Green,ライム,Lime,Bright Lime Green,Lime,Yellow Green,354.9675385,470.7972302
187,247,52,18724752,verde,Green,светло-салатовый,Light-Green,gras,Grass,vert-jaune,Green-Yellow,黄绿色,Yellow-Green,eletric green,Eletric Green,연두색,Green,黄緑,Yellow-green,Candy Apple Green,Lime,Bright Green,357.0593813,504.7278041
187,250,21,18725021,VERDE MANZANA,Green Apple,Салатовый,Lime,neongrün,Neon Green,vert,Green,黃綠色,Yellow-Green,giallo,Green,연녹색,Pale green,黄緑,Yellow-green,Flourescent Green,Lime,Yellow-Green,369.1994664,512.5236838
187,255,12,18725512,verde,Green,желто-зеленый,Yellow-Green,hellgrün,Lime,vert fluo,Fluorescent Green,绿色,Green,verde,Green,밝은연두,Bright light green,黄緑,Yellow-green,Hot Green Spring,Lime,Bright Yellow,369.5393841,520.854395
187,30,234,18730234,violeta,Violet,сиреневый,Lilac,Lila,Purple,violet,Purple,紫色,Purple,viola lilla,Purple Lilac,보라색,Purple,カイ・ムラサキ,Kai Purple,Magenta-Purple,Purp,Bright Purple,367.6226769,116.617972
187,41,142,18741142,fiusha,Fiusha,сиреневый,Lilac,lila,Purple,ROSA,Rosa,紫色,Purple,Viola,Purple,분홍색,Pink,紫,Purple,Purple-Ish Hot Pink,Plum,Purple Power,426.429626,208.2858078
187,45,248,18745248,orquidea,Orchid,ярко-сиреневый,Bright Purple,hellviolett,Light Purple,violet,Purple,古代紫,Ancient Purple,fucsia scuro,Purple,보라색,Purple,紫,Purple,Vibrant Purple,Pink,Light Purple,367.5603227,87.75749632
187,52,255,18752255,morado pastel,Pastel Purple,ярко сиреневый,Bright Purple,lila,Purple,violet,Violet,荧光紫色,Fluorescent Purple,fucsia,Purple,보라색,Purple,紫,Purple,Bright Lavender,Purple,Neon Lavender,357.973175,76.2719975
187,56,168,18756168,morado,Purple,розовый,Pink,pink,Pink,violet,Purple,紫,Purple,viola,Violet,제비꽃색,Violet,あかるいむらさき,Bright purple,Pinkish Violet,Pink,Pickin Purple,404.1998644,187.0603957
187,97,154,18797154,morado,Purple,розовый,Pink,rosa,Pink,rose,Pink,粉紅色,Pink,viola,Violet,연보라색,Lilac,濃いピンク,Dark pink,Lilac With A Pinch Of Pink,Violet,Dusty Lavender,428.5037552,214.0539345
188,179,55,18817955,VERDE OLIVA,Green Olive,горчичный,Mustard,grünbraun,Green-Brown,jaune vert kaki mate,Yellow Matte Khaki Green,舊金,Old Gold,marrone chiaro,Light Brown,카키색,Khaki color,からし色,Mustard color,Light Yellow Green,Misty Moss,Mustard Green,403.7347569,393.2161542
188,194,61,18819461,verde palido,Pale Green,"желтый, оливка",Yellow Olive,gelb grün,Yellow-Green,vert,Green,绿色,Green,verde sabbia,Green Sand,녹색,Green,黄緑,Yellow-green,Greenish Yelow,Green,Golden Green,385.2499021,411.7656866
188,237,54,18823754,verde,Green,Зеленый,Green,grün,Green,vert pomme,Apple Green,绿黄,Green-Yellow,verde,Green,연한 연두색,Green light,グリーンイエロー,Yellow Green,Lemon Lime Green,Green,Yellow Green,359.2673448,484.2076828
188,244,33,18824433,verde clarito,Light Green,светло-зеленый,Light Green,strahlend gelb-grün,Bright Yellow-Green,jaune vert,Yellow Green,绿色,Green,giallo,Yellow,밝은 녹색,Bright green,ライム,Lime,Neon Lime Green,Lime,Yellow-Green,376.1860506,492.1872912
188,36,255,18836255,morado,Purple,фиолетовый,Violet,viollet,Viollet,pourpre,Purple,中蘭紫,In Orchid Purple,viola,Purple,보라색,Purple,ﾛｰｽﾞﾊﾞｲｵﾚｯﾄ,Violet Rose,Lovely Lavender,Lilac,Joyful Purple,368.6864516,80.39539126
188,38,255,18838255,violeta,Violet,сиреневый,Lilac,lila,Purple,violet,Purple,紫色,Purple,viola,Purple,밝은보라색,Bright purple,紫,Purple,Lavender Lully,Lilac,Joyful Purple,363.7619551,78.09269266
188,44,110,18844110,rosado rojo,Red Pink,Бордовый,Vinous,dunkel rosa,Dark Pink,rose,Pink,鮮紫色,Bright Purple,rosa scuro,Dark Pink,연분홍색,Cerise,深ピンク,Deep pink,Medium Violet Red,Pink,Rose Pink,443.1046817,241.5487487
189,11,188,18911188,morado,Purple,сиреневый,Lilac,lila,Purple,violet,Purple,紫红色,Purple,viola,Purple,보라색,Purple,紫,Purple,Exotic Fuschia,Pink,Bright Purple,385.6393404,180.4179804
189,113,87,18911387,carne,Meat,коричневый,Brown,aprikot,Apricot,melange rouge et gris,Mixed Red And Gray,棕色,Brown,marone,Brown,갈색,Brown,茶色,Brown,Light Red Brown,Brown,Brown Brown,471.7334495,302.2810159
189,144,83,18914483,color marrón claro,Light Brown,темно-золотой,Dark Gold,ocker,Ocher,marron,Brown,暗黄色,Dark Yellow,Marrone chiaro,Light Brown,진한 살색,Dark skin tones,茶,Brown,Sandstorm Brown,Tan,Pinkish Beige,447.6136372,342.9070512
189,152,48,18915248,marron,Brown,теракотовый,Terracotta,helle olive,Light Olive,marron claire,Light Brown,棕色,Brown,Sabbia scuro,Dark Sand,짙은 노란색,Dark yellow,こはく色,Amber,Golden Meringue,Gold,Yelllow Brown,422.8311443,362.1124351
189,165,15,18916515,cafe arenoso,Brown Sandy,горчичный,Mustard,Helloliv,Light Olive,jaune foncé presque marron clair,Dark Yellow Almost Brown,泥黃色,The Yellow,giallo curry,Yellow Curry,황토색,Ocher,からし色,Mustard color,Mustard Yellow,Tan,Dirty Yellow,399.6366878,379.2981075
189,185,92,18918592,verde olivo,Olive Green,горчичный,Mustard,Oliv,Olive,vert beige,Green Beige,深卡其色,Dark Khaki,verde olivo chiaro,Light Olive Green,갈색빛 도는 연두색,Brownish green,カーキ色,Khaki,Hawthorne Gold,Tan,Dark Beige,399.107735,398.8190537
189,186,16,18918616,amarillo oscuro,Dark Yellow,хаки,Khaki,Helles Oliv,Light Olive,vert caca d'oie,Green Goose Poop,金色,Gold,senape,Green,노랑,Yellow,暗い金色,Dark gold,Army Olive Green,Copper,Dookie Green,392.6670572,398.3616632
189,194,30,18919430,VERDE OLIVA,Green Olive,Зеленый,Green,gelbgrün,Yellow-Green,vert caca d'oie jaunatre,Yellowish Green Goose Poop,黃綠色,Yellow-Green,oro,Green,연노랑,Light yellow,黄色い黄土色,Yellow ocher,Yellowish Green,Green,Pea Soup Green,382.0928692,406.2545331
189,205,36,18920536,Verde Oliva Claro,Light Olive Green,бледно-оливковый,Pale Olive-Green,Grün,Green,vert,Green,褐黄色,Brown And Yellow,verde,Green,연두색,Green,ブライト黄土色,Bright yellow ocher,Greenish Yellow,Lime,Yellow- Green,377.0162323,426.9587979
189,236,67,18923667,amarillo lima,Lime Yellow,светло-зеленый,Light Green,gelbgrün,Yellow-Green,vert,Green,葱绿,Light Green,verde,Green,밝은 녹색,Bright green,緑色,Green,Light Pastel Lime,Green,Light Green,347.9708027,479.8519563
189,237,97,18923797,verde,Green,салатовый,Green,hell grün,Lime,vert intense,Intense Green,绿色,Green,verde chiaro,Light Green,연한 연두색,Green light,黄緑,Yellow-green,Greenish-Yellow,Green,Grass Green,345.4052907,492.510846
189,253,84,18925384,verde,Green,салатовый,Green,hellgrün,Lime,vert-jaune,Green-Yellow,绿色,Green,verde chiaro,Green,연두색,Green,ブライト黄緑色,Bright yellow-green,Yellowish Green,Lime,Yellow Green,350.9064661,514.624693
189,36,196,18936196,lila,Lilac,ярко-сиреневый,Bright Purple,lila,Purple,violet,Violet,紫色,Purple,lilla,Purple,보라색,Purple,紫,Purple,Bright Lavender,Purple,Bright Purple,389.1273767,165.1405737
189,51,123,18951123,fiusha,Fiusha,розово-сиреневый,Pink And Purple,Lila,Purple,rose,Pink,粉红色,Pink,rosa scuro,Dark Pink,진한 분홍색,Dark pink,ミディアムバイオレットレッド,Medium Violet Red,Pinkish Purple,Plum,Passion Fruit,446.6992158,231.9033705
189,71,187,18971187,morado,Purple,сиреневый,Lilac,lila,Purple,fuchsia,Fuchsia,紫色,Purple,viola,Violet,분홍색,Pink,紫,Purple,Lightened Purple,Violet,Light Purple,401.2049264,177.8254561
189,72,212,18972212,violeta,Violet,сиреневый,Lilac,hellviolett,Light Purple,violet,Purple,兰花,Orchid,kjlljlkh,Purple,보라색,Purple,紫,Purple,Light Lavendar,Purple,Woonga Purple,365.5426814,144.959038
189,82,196,18982196,lila,Lilac,фиолетовый,Violet,lila,Purple,violet,Purple,淺紫色,Light Purple,rosa,Pink,중간보라색,Medium purple,ピンクパープル,Pink Purple,Soft Dark Pink,Purple,Medium Purple,375.0803303,164.0569223
189,90,172,18990172,violeta,Violet,Фиолетовый,Purple,lila,Purple,violet,Purple,淺紫色,Light Purple,Viola,Purple,분홍,Pink,紫,Purple,Purple Paisley,Pink,Fuchsia Pink,406.6971425,193.6238559
189,98,231,18998231,violeta,Violet,тупой лиловый,Dull Purple,violett,Violet,violet,Purple,紫色,Purple,violet,Violet,연보라색,Lilac,むらさき,Purple,Bright Pastel Purple,Pink,Light Purple,361.1550461,110.9407775
190,125,35,19012535,cafe,Coffee,коричневый,Brown,braun,Brown,brun,Brown,土色,Earth Tones,marrone,Brown,갈색,Brown,ベージュ,Beige,Brown Golden Rod,Brown,Burnt Orange,441.3562476,352.9074497
190,241,94,19024194,verde viche,Green Viche,светло-салатовый,Light-Green,grün,Green,vert clair,Light Green,綠色,Green,verde pisello chiaro,Pea Green Light,연두색,Green,草原色,Grassland color,Lemon-Lime Green,Lime,Pastel Green,343.7796839,504.5108189
190,52,189,19052189,VIOLETA,Violet,фиолетовый,Violet,lila,Purple,rose,Pink,紫,Purple,viola,Purple,보라색,Purple,紫,Purple,Bright Light Purple,Mauve,Medium Purple,394.7155641,167.0941731
190,58,140,19058140,violeta,Violet,розовый,Pink,pink,Pink,rose,Pink,紫色,Purple,viola,Purple,분홍색,Pink,深ピンク,Deep pink,Butterfly Purple,Pink,Disney Purple,437.1774432,215.4075531
19,100,149,19100149,azul,Blue,синий,Blue,Blau,Blue,bleu canard,Blue Duck,藍色,Blue,blu,Blue,청색,Blue,あおい,[Blue],Medium Bluish Teal,Blue,Midnight Blue,211.038038,238.9869671
19,101,134,19101134,azul acero,Steel Blue,Синий,Blue,blau,Blue,bleu,Blue,蓝色,Blue,blu,Blue,청색,Blue,青い,Blue,Tantilizing Turqoise,Blue,Dark Blue,218.3659416,253.715104
191,100,35,19110035,marron,Brown,коричневый,Brown,braun,Brown,orange,Orange,褐色,Brown,arancio scuro,Brown,오렌지,Orange,茶色,Brown,November Leaves,Clay,Burnt Orange,437.2965455,334.3257873
191,181,82,19118182,cafe claro,Light Brown,бледный хаки,Pale Khaki,beige,Beige,marron beige,Brown Beige,橄榄油,Olive Oil,giallo sabbia,Yellow Sand,짙은 베이지,Dark beige,薄茶,Light brown,Light Army Olive,Tan,Light Brown,406.1814415,381.5402357
191,199,17,19119917,verde oliva,Olive,горчичный,Mustard,grünbraun,Green-Brown,moutarde,Mustard,泥黄色,The Yellow,verde,Green,노랑 녹색,Yellow,黄緑,Yellow-green,Greenish Yellow,Lime,Olive Yellow,390.557172,416.1600105
191,223,98,19122398,verde oscurito,Green Oscurito,светло зеленый,Light Green,hellgrün,Lime,vert,Green,军绿色,Army Green,verde pisello,Pea Green,녹색,Green,黄緑,Yellow-green,Muted Yellow Green,Lime,Soft Avacado,359.1048513,456.7936623
191,234,18,19123418,verde,Green,травяной,Herbal,Grün,Green,VERT,"<Condition Percentage = ""0000""> Green </Condition>",黃綠色,Yellow-Green,giallo,Yellow,녹색,Green,黄緑,Yellow-green,Bright Green Apple,Lime,Yellow Green,368.72626,474.4950445
191,38,176,19138176,VIOLETA,Violet,сиреневый,Lilac,beere,Berry,violet,Purple,紫色,Purple,fuscia,Pink,보라색,Purple,ピンクバイオレット,Pink Violet,Purlpe Fuschia,Pink,Royal Purple,398.7675336,183.0630655
19,152,161,19152161,azul aguamarina,Aqua Blue,бирюзовый,Turquoise,Aquamarin,Aquamarine,BLEU VERT,Blue Green,藍色,Blue,blu scurro,Blue Scurro,파랑 녹색,Blue,青緑,Blue green,Bluish Greenish Sea,Sky,Deep Aqua Blue,181.2733422,265.5479794
191,55,240,19155240,morado,Purple,сиреневый,Lilac,Violett,Violet,violet,Purple,紫色,Purple,viola,Purple,밝은보라색,Bright purple,ディープヴァイオレット,Deep Violet,Purple Splender,Pink,Medium Violet,364.3623962,99.41064562
191,87,172,19187172,morado claro,Light Purple,фиолетовый,Violet,leuchtend lila,Bright Purple,violet,Violet,紫色,Purple,fuscia,Fuscia,분홍색,Pink,ピンク,Pink,Dark Faded Rose,Mauve,Light Purple,421.4414504,193.1133271
191,99,149,19199149,rosado claro,Pink,розовый,Pink,himbeere,Raspberry,rose,Pink,紫,Purple,rosa,Pink,보라색,Purple,ピンクピンク,Pink Pink,Caribbean Pink,Pink,Dusty Lavender,444.3534291,226.2940579
192,103,40,19210340,color marrón claro,Light Brown,коричневый,Brown,erde,Earth,orange,Orange,棕色,Brown,marrone,Brown,밝은 벽돌색,Bright brick,茶色,Brown,Dark Burnt Sienna,Tan,Burnt Orange,447.9912124,336.4172325
192,19,115,19219115,fucsia,Fuchsia,розовый,Pink,pink,Pink,rose,Pink,深粉红色,Dark Pink,rosso,Purple,빨간색,Red,ホットピンク,Hot Pink,Passionate Pink,Pink,Maroonish Pink,442.9019638,213.131398
